time,x,y,z,vx,vy,vz,roll,pitch,yaw,M_pitch,Fx,Fy,Fz,portance,trainee,traction,Cl,Cd,Cm,speed,AoA_deg
61.1,17413.8,0,11000.6,285.021,0,0.0343221,0,0.0263014,0,3.27482,0,0,0,0,0,0,0.25733,0.021142,9.28342e-008,285.021,1.50684
61.2,17442.3,0,11000.6,285.022,0,0.0344893,0,0.026302,0,3.27482,0,0,0,0,0,0,0.25733,0.021142,9.28342e-008,285.022,1.50687
61.3,17470.8,0,11000.6,285.022,0,0.0346575,0,0.0263026,0,3.20912,0,0,0,0,0,0,0.25733,0.021142,9.09716e-008,285.022,1.50691
61.4,17499.3,0,11000.6,285.022,0,0.0348265,0,0.0263032,0,3.07771,0,0,0,0,0,0,0.25733,0.021142,8.72463e-008,285.022,1.50694
61.5,17527.8,0,11000.6,285.022,0,0.0349964,0,0.0263038,0,3.07771,0,0,0,0,0,0,0.25733,0.021142,8.72463e-008,285.022,1.50697
61.6,17556.3,0,11000.6,285.022,0,0.0351672,0,0.0263044,0,3.01201,0,0,0,0,0,0,0.25733,0.021142,8.53837e-008,285.022,1.50701
61.7,17584.8,0,11000.6,285.022,0,0.0353389,0,0.026305,0,2.88059,0,0,0,0,0,0,0.25733,0.021142,8.16584e-008,285.022,1.50704
61.8,17613.3,0,11000.6,285.022,0,0.0355113,0,0.0263056,0,2.8806,0,0,0,0,0,0,0.25733,0.021142,8.16584e-008,285.022,1.50708
61.9,17641.8,0,11000.6,285.022,0,0.0356848,0,0.0263062,0,2.74918,0,0,0,0,0,0,0.25733,0.021142,7.79331e-008,285.022,1.50711
62,17670.3,0,11000.6,285.023,0,0.0358591,0,0.0263068,0,2.74919,0,0,0,0,0,0,0.25733,0.021142,7.79331e-008,285.023,1.50714
62.1,17698.8,0,11000.7,285.023,0,0.0360342,0,0.0263074,0,2.74919,0,0,0,0,0,0,0.25733,0.021142,7.79331e-008,285.023,1.50718
62.2,17727.3,0,11000.7,285.023,0,0.0362102,0,0.0263081,0,2.61778,0,0,0,0,0,0,0.25733,0.021142,7.42078e-008,285.023,1.50721
62.3,17755.8,0,11000.7,285.023,0,0.036387,0,0.0263087,0,2.61778,0,0,0,0,0,0,0.25733,0.021142,7.42078e-008,285.023,1.50725
62.4,17784.3,0,11000.7,285.023,0,0.0365646,0,0.0263093,0,2.61778,0,0,0,0,0,0,0.25733,0.021142,7.42078e-008,285.023,1.50728
62.5,17812.8,0,11000.7,285.023,0,0.0367432,0,0.0263099,0,2.55208,0,0,0,0,0,0,0.25733,0.021142,7.23451e-008,285.023,1.50732
62.6,17841.3,0,11000.7,285.023,0,0.0369226,0,0.0263106,0,2.61779,0,0,0,0,0,0,0.25733,0.021142,7.42078e-008,285.023,1.50735
62.7,17869.8,0,11000.7,285.023,0,0.0371029,0,0.0263112,0,2.55208,0,0,0,0,0,0,0.25733,0.021142,7.23451e-008,285.023,1.50739
62.8,17898.3,0,11000.7,285.024,0,0.0372839,0,0.0263118,0,2.61779,0,0,0,0,0,0,0.25733,0.021142,7.42078e-008,285.024,1.50743
62.9,17926.8,0,11000.7,285.024,0,0.0374657,0,0.0263125,0,2.61779,0,0,0,0,0,0,0.25733,0.021142,7.42078e-008,285.024,1.50746
63,17955.3,0,11000.7,285.024,0,0.0376484,0,0.0263131,0,2.6178,0,0,0,0,0,0,0.25733,0.021142,7.42078e-008,285.024,1.5075
63.1,17983.8,0,11000.7,285.024,0,0.0378319,0,0.0263137,0,2.74921,0,0,0,0,0,0,0.25733,0.021142,7.79331e-008,285.024,1.50753
63.2,18012.3,0,11000.7,285.024,0,0.0380163,0,0.0263144,0,2.74922,0,0,0,0,0,0,0.25733,0.021142,7.79331e-008,285.024,1.50757
63.3,18040.8,0,11000.7,285.024,0,0.0382015,0,0.026315,0,2.88063,0,0,0,0,0,0,0.25733,0.021142,8.16584e-008,285.024,1.50761
63.4,18069.3,0,11000.7,285.024,0,0.0383874,0,0.0263157,0,2.88064,0,0,0,0,0,0,0.25733,0.021142,8.16584e-008,285.024,1.50764
63.5,18097.8,0,11000.7,285.024,0,0.0385742,0,0.0263163,0,2.88064,0,0,0,0,0,0,0.25733,0.021142,8.16584e-008,285.024,1.50768
63.6,18126.4,0,11000.7,285.025,0,0.0387618,0,0.026317,0,2.94635,0,0,0,0,0,0,0.25733,0.021142,8.3521e-008,285.025,1.50772
63.7,18154.9,0,11000.7,285.025,0,0.0389502,0,0.0263177,0,3.01206,0,0,0,0,0,0,0.25733,0.021142,8.53837e-008,285.025,1.50775
63.8,18183.4,0,11000.7,285.025,0,0.0391395,0,0.0263183,0,2.94635,0,0,0,0,0,0,0.25733,0.021142,8.3521e-008,285.025,1.50779
63.9,18211.9,0,11000.7,285.025,0,0.0393297,0,0.026319,0,3.01206,0,0,0,0,0,0,0.25733,0.021142,8.53837e-008,285.025,1.50783
64,18240.4,0,11000.7,285.025,0,0.0395207,0,0.0263197,0,3.01207,0,0,0,0,0,0,0.25733,0.021142,8.53837e-008,285.025,1.50787
64.1,18268.9,0,11000.7,285.025,0,0.0397125,0,0.0263203,0,3.01207,0,0,0,0,0,0,0.25733,0.021142,8.53837e-008,285.025,1.5079
64.2,18297.4,0,11000.7,285.025,0,0.0399052,0,0.026321,0,3.01207,0,0,0,0,0,0,0.25733,0.021142,8.53837e-008,285.025,1.50794
64.3,18325.9,0,11000.7,285.025,0,0.0400987,0,0.0263217,0,3.01208,0,0,0,0,0,0,0.25733,0.021142,8.53837e-008,285.025,1.50798
64.4,18354.4,0,11000.7,285.026,0,0.0402933,0,0.0263224,0,3.01208,0,0,0,0,0,0,0.25733,0.021142,8.53837e-008,285.026,1.50802
64.5,18382.9,0,11000.7,285.026,0,0.0404887,0,0.026323,0,3.07779,0,0,0,0,0,0,0.25733,0.021142,8.72463e-008,285.026,1.50806
64.6,18411.4,0,11000.7,285.026,0,0.0406853,0,0.0263237,0,3.07779,0,0,0,0,0,0,0.25733,0.021142,8.72463e-008,285.026,1.5081
64.7,18439.9,0,11000.8,285.026,0,0.0408829,0,0.0263244,0,3.0778,0,0,0,0,0,0,0.25733,0.021142,8.72463e-008,285.026,1.50814
64.8,18468.4,0,11000.8,285.026,0,0.0410815,0,0.0263251,0,3.14351,0,0,0,0,0,0,0.25733,0.021142,8.91089e-008,285.026,1.50817
64.9,18496.9,0,11000.8,285.026,0,0.0412811,0,0.0263258,0,3.27493,0,0,0,0,0,0,0.25733,0.021142,9.28342e-008,285.026,1.50821
65,18525.4,0,11000.8,285.026,0,0.0414817,0,0.0263265,0,3.27493,0,0,0,0,0,0,0.25733,0.021142,9.28342e-008,285.026,1.50825
65.1,18553.9,0,11000.8,285.027,0,0.0416834,0,0.0263272,0,3.34065,0,0,0,0,0,0,0.25733,0.021142,9.46969e-008,285.027,1.50829
65.2,18582.4,0,11000.8,285.027,0,0.041886,0,0.0263279,0,3.47207,0,0,0,0,0,0,0.25733,0.021142,9.84222e-008,285.027,1.50833
65.3,18610.9,0,11000.8,285.027,0,0.0420897,0,0.0263286,0,3.60349,0,0,0,0,0,0,0.25733,0.021142,1.02147e-007,285.027,1.50837
65.4,18639.4,0,11000.8,285.027,0,0.0422944,0,0.0263294,0,3.6692,0,0,0,0,0,0,0.25733,0.021142,1.0401e-007,285.027,1.50841
65.5,18667.9,0,11000.8,285.027,0,0.0425,0,0.0263301,0,3.80063,0,0,0,0,0,0,0.25733,0.021142,1.07735e-007,285.027,1.50845
65.6,18696.4,0,11000.8,285.027,0,0.0427066,0,0.0263308,0,3.86634,0,0,0,0,0,0,0.25733,0.021142,1.09598e-007,285.027,1.50849
65.7,18724.9,0,11000.8,285.028,0,0.0429143,0,0.0263315,0,3.86634,0,0,0,0,0,0,0.25733,0.021142,1.09598e-007,285.028,1.50854
65.8,18753.4,0,11000.8,285.028,0,0.0431229,0,0.0263323,0,3.86635,0,0,0,0,0,0,0.25733,0.021142,1.09598e-007,285.028,1.50858
65.9,18781.9,0,11000.8,285.028,0,0.0433327,0,0.026333,0,3.86635,0,0,0,0,0,0,0.25733,0.021142,1.09598e-007,285.028,1.50862
66,18810.4,0,11000.8,285.028,0,0.0435435,0,0.0263337,0,3.86636,0,0,0,0,0,0,0.25733,0.021142,1.09598e-007,285.028,1.50866
66.1,18838.9,0,11000.8,285.028,0,0.0437553,0,0.0263345,0,3.86636,0,0,0,0,0,0,0.25733,0.021142,1.09598e-007,285.028,1.5087
66.2,18867.4,0,11000.8,285.028,0,0.0439683,0,0.0263352,0,3.86636,0,0,0,0,0,0,0.25733,0.021142,1.09598e-007,285.028,1.50874
66.3,18895.9,0,11000.8,285.028,0,0.0441822,0,0.026336,0,3.86637,0,0,0,0,0,0,0.25733,0.021142,1.09598e-007,285.028,1.50879
66.4,18924.4,0,11000.8,285.029,0,0.0443973,0,0.0263367,0,3.80066,0,0,0,0,0,0,0.25733,0.021142,1.07735e-007,285.029,1.50883
66.5,18952.9,0,11000.8,285.029,0,0.0446135,0,0.0263375,0,3.73496,0,0,0,0,0,0,0.25733,0.021142,1.05873e-007,285.029,1.50887
66.6,18981.4,0,11000.8,285.029,0,0.0448307,0,0.0263383,0,3.66925,0,0,0,0,0,0,0.25733,0.021142,1.0401e-007,285.029,1.50891
66.7,19009.9,0,11000.8,285.029,0,0.045049,0,0.026339,0,3.66925,0,0,0,0,0,0,0.25733,0.021142,1.0401e-007,285.029,1.50896
66.8,19038.4,0,11000.8,285.029,0,0.0452684,0,0.0263398,0,3.60355,0,0,0,0,0,0,0.25733,0.021142,1.02147e-007,285.029,1.509
66.9,19066.9,0,11000.8,285.029,0,0.0454889,0,0.0263406,0,3.53784,0,0,0,0,0,0,0.25733,0.021142,1.00285e-007,285.029,1.50904
67,19095.4,0,11000.9,285.03,0,0.0457104,0,0.0263414,0,3.47213,0,0,0,0,0,0,0.25733,0.021142,9.84222e-008,285.03,1.50909
67.1,19123.9,0,11000.9,285.03,0,0.0459331,0,0.0263421,0,3.40643,0,0,0,0,0,0,0.25733,0.021142,9.65595e-008,285.03,1.50913
67.2,19152.4,0,11000.9,285.03,0,0.0461568,0,0.0263429,0,3.40643,0,0,0,0,0,0,0.25733,0.021142,9.65595e-008,285.03,1.50918
67.3,19180.9,0,11000.9,285.03,0,0.0463816,0,0.0263437,0,3.40644,0,0,0,0,0,0,0.25733,0.021142,9.65595e-008,285.03,1.50922
67.4,19209.4,0,11000.9,285.03,0,0.0466073,0,0.0263445,0,3.47215,0,0,0,0,0,0,0.25733,0.021142,9.84222e-008,285.03,1.50927
67.5,19237.9,0,11000.9,285.03,0,0.0468341,0,0.0263453,0,3.47215,0,0,0,0,0,0,0.25733,0.021142,9.84222e-008,285.03,1.50931
67.6,19266.4,0,11000.9,285.03,0,0.0470619,0,0.0263461,0,3.47216,0,0,0,0,0,0,0.25733,0.021142,9.84222e-008,285.03,1.50936
67.7,19294.9,0,11000.9,285.031,0,0.0472908,0,0.0263469,0,3.47216,0,0,0,0,0,0,0.25733,0.021142,9.84222e-008,285.031,1.5094
67.8,19323.5,0,11000.9,285.031,0,0.0475208,0,0.0263477,0,3.47216,0,0,0,0,0,0,0.25733,0.021142,9.84222e-008,285.031,1.50945
67.9,19352,0,11000.9,285.031,0,0.0477518,0,0.0263485,0,3.47217,0,0,0,0,0,0,0.25733,0.021142,9.84222e-008,285.031,1.50949
68,19380.5,0,11000.9,285.031,0,0.0479838,0,0.0263493,0,3.47217,0,0,0,0,0,0,0.25733,0.021142,9.84222e-008,285.031,1.50954
68.1,19409,0,11000.9,285.031,0,0.0482169,0,0.0263501,0,3.47218,0,0,0,0,0,0,0.25733,0.021142,9.84222e-008,285.031,1.50958
68.2,19437.5,0,11000.9,285.031,0,0.048451,0,0.026351,0,3.47218,0,0,0,0,0,0,0.25733,0.021142,9.84222e-008,285.031,1.50963
68.3,19466,0,11000.9,285.031,0,0.0486862,0,0.0263518,0,3.47218,0,0,0,0,0,0,0.25733,0.021142,9.84222e-008,285.031,1.50968
68.4,19494.5,0,11000.9,285.032,0,0.0489224,0,0.0263526,0,3.5379,0,0,0,0,0,0,0.25733,0.021142,1.00285e-007,285.032,1.50972
68.5,19523,0,11000.9,285.032,0,0.0491597,0,0.0263535,0,3.60361,0,0,0,0,0,0,0.25733,0.021142,1.02147e-007,285.032,1.50977
68.6,19551.5,0,11000.9,285.032,0,0.0493981,0,0.0263543,0,3.66933,0,0,0,0,0,0,0.25733,0.021142,1.0401e-007,285.032,1.50982
68.7,19580,0,11000.9,285.032,0,0.0496378,0,0.0263551,0,3.73505,0,0,0,0,0,0,0.25733,0.021142,1.05873e-007,285.032,1.50986
68.8,19608.5,0,11000.9,285.032,0,0.0498788,0,0.026356,0,3.73505,0,0,0,0,0,0,0.25733,0.021142,1.05873e-007,285.032,1.50991
68.9,19637,0,11000.9,285.033,0,0.050121,0,0.0263568,0,3.80077,0,0,0,0,0,0,0.25733,0.021142,1.07735e-007,285.033,1.50996
69,19665.5,0,11000.9,285.033,0,0.0503643,0,0.0263577,0,3.86648,0,0,0,0,0,0,0.25733,0.021142,1.09598e-007,285.033,1.51001
69.1,19694,0,11001,285.033,0,0.0506089,0,0.0263585,0,3.9322,0,0,0,0,0,0,0.25733,0.021142,1.11461e-007,285.033,1.51005
69.2,19722.5,0,11001,285.033,0,0.0508548,0,0.0263594,0,4.06363,0,0,0,0,0,0,0.25733,0.021142,1.15186e-007,285.033,1.5101
69.3,19751,0,11001,285.033,0,0.0511018,0,0.0263602,0,4.19506,0,0,0,0,0,0,0.25733,0.021142,1.18911e-007,285.033,1.51015
69.4,19779.5,0,11001,285.033,0,0.05135,0,0.0263611,0,4.26078,0,0,0,0,0,0,0.25733,0.021142,1.20774e-007,285.033,1.5102
69.5,19808,0,11001,285.034,0,0.0515994,0,0.026362,0,4.39221,0,0,0,0,0,0,0.25733,0.021142,1.24499e-007,285.034,1.51025
69.6,19836.5,0,11001,285.034,0,0.0518501,0,0.0263629,0,4.45792,0,0,0,0,0,0,0.25733,0.021142,1.26362e-007,285.034,1.5103
69.7,19865,0,11001,285.034,0,0.0521019,0,0.0263637,0,4.52364,0,0,0,0,0,0,0.25733,0.021142,1.28224e-007,285.034,1.51035
69.8,19893.5,0,11001,285.034,0,0.052355,0,0.0263646,0,4.65507,0,0,0,0,0,0,0.25733,0.021142,1.3195e-007,285.034,1.5104
69.9,19922,0,11001,285.034,0,0.0526094,0,0.0263655,0,4.65508,0,0,0,0,0,0,0.25733,0.021142,1.3195e-007,285.034,1.51045
70,19950.5,0,11001,285.035,0,0.0528649,0,0.0263664,0,4.7208,0,0,0,0,0,0,0.25733,0.021142,1.33812e-007,285.035,1.5105
70.1,19979,0,11001,285.035,0,0.0531217,0,0.0263673,0,4.78652,0,0,0,0,0,0,0.25733,0.021142,1.35675e-007,285.035,1.51055
70.2,20007.5,0,11001,285.035,0,0.0533797,0,0.0263682,0,4.72081,0,0,0,0,0,0,0.25733,0.021142,1.33812e-007,285.035,1.5106
70.3,20036.1,0,11001,285.035,0,0.0536391,0,0.0263691,0,4.72082,0,0,0,0,0,0,0.25733,0.021142,1.33812e-007,285.035,1.51065
70.4,20064.6,0,11001,285.035,0,0.0538996,0,0.0263701,0,4.72082,0,0,0,0,0,0,0.25733,0.021142,1.33812e-007,285.035,1.5107
70.5,20093.1,0,11001,285.035,0,0.0541615,0,0.026371,0,4.5894,0,0,0,0,0,0,0.25733,0.021142,1.30087e-007,285.035,1.51076
70.6,20121.6,0,11001,285.036,0,0.0544248,0,0.0263719,0,4.52369,0,0,0,0,0,0,0.25733,0.021142,1.28224e-007,285.036,1.51081
70.7,20150.1,0,11001,285.036,0,0.0546893,0,0.0263728,0,4.45799,0,0,0,0,0,0,0.25733,0.021142,1.26362e-007,285.036,1.51086
70.8,20178.6,0,11001,285.036,0,0.0549552,0,0.0263738,0,4.39228,0,0,0,0,0,0,0.25733,0.021142,1.24499e-007,285.036,1.51091
70.9,20207.1,0,11001,285.036,0,0.0552222,0,0.0263747,0,4.39229,0,0,0,0,0,0,0.25733,0.021142,1.24499e-007,285.036,1.51097
71,20235.6,0,11001.1,285.036,0,0.0554905,0,0.0263756,0,4.32658,0,0,0,0,0,0,0.25733,0.021142,1.22637e-007,285.036,1.51102
71.1,20264.1,0,11001.1,285.037,0,0.0557603,0,0.0263766,0,4.26087,0,0,0,0,0,0,0.25733,0.021142,1.20774e-007,285.037,1.51107
71.2,20292.6,0,11001.1,285.037,0,0.0560313,0,0.0263775,0,4.19516,0,0,0,0,0,0,0.25733,0.021142,1.18911e-007,285.037,1.51113
71.3,20321.1,0,11001.1,285.037,0,0.0563035,0,0.0263785,0,4.19517,0,0,0,0,0,0,0.25733,0.021142,1.18911e-007,285.037,1.51118
71.4,20349.6,0,11001.1,285.037,0,0.056577,0,0.0263795,0,4.12946,0,0,0,0,0,0,0.25733,0.021142,1.17049e-007,285.037,1.51123
71.5,20378.1,0,11001.1,285.037,0,0.0568519,0,0.0263804,0,4.06375,0,0,0,0,0,0,0.25733,0.021142,1.15186e-007,285.037,1.51129
71.6,20406.6,0,11001.1,285.038,0,0.0571281,0,0.0263814,0,4.06375,0,0,0,0,0,0,0.25733,0.021142,1.15186e-007,285.038,1.51134
71.7,20435.1,0,11001.1,285.038,0,0.0574055,0,0.0263824,0,4.06376,0,0,0,0,0,0,0.25733,0.021142,1.15186e-007,285.038,1.5114
71.8,20463.6,0,11001.1,285.038,0,0.0576841,0,0.0263833,0,4.12948,0,0,0,0,0,0,0.25733,0.021142,1.17049e-007,285.038,1.51145
71.9,20492.1,0,11001.1,285.038,0,0.057964,0,0.0263843,0,4.06377,0,0,0,0,0,0,0.25733,0.021142,1.15186e-007,285.038,1.51151
72,20520.6,0,11001.1,285.038,0,0.0582454,0,0.0263853,0,4.06378,0,0,0,0,0,0,0.25733,0.021142,1.15186e-007,285.038,1.51156
72.1,20549.1,0,11001.1,285.039,0,0.0585282,0,0.0263863,0,4.1295,0,0,0,0,0,0,0.25733,0.021142,1.17049e-007,285.039,1.51162
72.2,20577.6,0,11001.1,285.039,0,0.0588124,0,0.0263873,0,4.26093,0,0,0,0,0,0,0.25733,0.021142,1.20774e-007,285.039,1.51167
72.3,20606.1,0,11001.1,285.039,0,0.059098,0,0.0263883,0,4.32665,0,0,0,0,0,0,0.25733,0.021142,1.22637e-007,285.039,1.51173
72.4,20634.6,0,11001.1,285.039,0,0.059385,0,0.0263893,0,4.45809,0,0,0,0,0,0,0.25733,0.021142,1.26362e-007,285.039,1.51179
72.5,20663.1,0,11001.1,285.039,0,0.0596734,0,0.0263903,0,4.65524,0,0,0,0,0,0,0.25733,0.021142,1.3195e-007,285.039,1.51184
72.6,20691.6,0,11001.1,285.04,0,0.0599632,0,0.0263913,0,4.78668,0,0,0,0,0,0,0.25733,0.021142,1.35675e-007,285.04,1.5119
72.7,20720.1,0,11001.2,285.04,0,0.0602545,0,0.0263923,0,4.8524,0,0,0,0,0,0,0.25733,0.021142,1.37538e-007,285.04,1.51196
72.8,20748.6,0,11001.2,285.04,0,0.060547,0,0.0263934,0,5.04955,0,0,0,0,0,0,0.25733,0.021142,1.43126e-007,285.04,1.51202
72.9,20777.2,0,11001.2,285.04,0,0.0608409,0,0.0263944,0,5.18099,0,0,0,0,0,0,0.25733,0.021142,1.46851e-007,285.04,1.51207
73,20805.7,0,11001.2,285.04,0,0.0611364,0,0.0263954,0,5.24671,0,0,0,0,0,0,0.25733,0.021142,1.48714e-007,285.04,1.51213
73.1,20834.2,0,11001.2,285.041,0,0.0614331,0,0.0263965,0,5.37815,0,0,0,0,0,0,0.25733,0.021142,1.52439e-007,285.041,1.51219
73.2,20862.7,0,11001.2,285.041,0,0.0617314,0,0.0263975,0,5.44388,0,0,0,0,0,0,0.25733,0.021142,1.54302e-007,285.041,1.51225
73.3,20891.2,0,11001.2,285.041,0,0.0620311,0,0.0263985,0,5.44388,0,0,0,0,0,0,0.25733,0.021142,1.54302e-007,285.041,1.51231
73.4,20919.7,0,11001.2,285.041,0,0.0623323,0,0.0263996,0,5.50961,0,0,0,0,0,0,0.25733,0.021142,1.56164e-007,285.041,1.51237
73.5,20948.2,0,11001.2,285.042,0,0.062635,0,0.0264007,0,5.50962,0,0,0,0,0,0,0.25733,0.021142,1.56164e-007,285.042,1.51243
73.6,20976.7,0,11001.2,285.042,0,0.0629392,0,0.0264017,0,5.50962,0,0,0,0,0,0,0.25733,0.021142,1.56164e-007,285.042,1.51249
73.7,21005.2,0,11001.2,285.042,0,0.0632447,0,0.0264028,0,5.50963,0,0,0,0,0,0,0.25733,0.021142,1.56164e-007,285.042,1.51255
73.8,21033.7,0,11001.2,285.042,0,0.0635519,0,0.0264039,0,5.44392,0,0,0,0,0,0,0.25733,0.021142,1.54302e-007,285.042,1.51261
73.9,21062.2,0,11001.2,285.042,0,0.0638604,0,0.026405,0,5.44393,0,0,0,0,0,0,0.25733,0.021142,1.54302e-007,285.042,1.51267
74,21090.7,0,11001.2,285.043,0,0.0641704,0,0.0264061,0,5.37822,0,0,0,0,0,0,0.25733,0.021142,1.52439e-007,285.043,1.51273
74.1,21119.2,0,11001.2,285.043,0,0.064482,0,0.0264072,0,5.2468,0,0,0,0,0,0,0.25733,0.021142,1.48714e-007,285.043,1.51279
74.2,21147.7,0,11001.2,285.043,0,0.0647951,0,0.0264083,0,5.18109,0,0,0,0,0,0,0.25733,0.021142,1.46851e-007,285.043,1.51285
74.3,21176.2,0,11001.3,285.043,0,0.0651098,0,0.0264094,0,5.11538,0,0,0,0,0,0,0.25733,0.021142,1.44988e-007,285.043,1.51292
74.4,21204.7,0,11001.3,285.043,0,0.0654259,0,0.0264105,0,4.98396,0,0,0,0,0,0,0.25733,0.021142,1.41263e-007,285.043,1.51298
74.5,21233.2,0,11001.3,285.044,0,0.0657435,0,0.0264116,0,4.98396,0,0,0,0,0,0,0.25733,0.021142,1.41263e-007,285.044,1.51304
74.6,21261.7,0,11001.3,285.044,0,0.0660626,0,0.0264127,0,4.91825,0,0,0,0,0,0,0.25733,0.021142,1.394e-007,285.044,1.51311
74.7,21290.2,0,11001.3,285.044,0,0.0663832,0,0.0264138,0,4.85255,0,0,0,0,0,0,0.25733,0.021142,1.37538e-007,285.044,1.51317
74.8,21318.7,0,11001.3,285.044,0,0.0667053,0,0.026415,0,4.78684,0,0,0,0,0,0,0.25733,0.021142,1.35675e-007,285.044,1.51323
74.9,21347.2,0,11001.3,285.045,0,0.0670289,0,0.0264161,0,4.72113,0,0,0,0,0,0,0.25733,0.021142,1.33812e-007,285.045,1.5133
75,21375.7,0,11001.3,285.045,0,0.0673542,0,0.0264172,0,4.72113,0,0,0,0,0,0,0.25733,0.021142,1.33812e-007,285.045,1.51336
75.1,21404.2,0,11001.3,285.045,0,0.0676812,0,0.0264184,0,4.72114,0,0,0,0,0,0,0.25733,0.021142,1.33812e-007,285.045,1.51342
75.2,21432.7,0,11001.3,285.045,0,0.0680098,0,0.0264195,0,4.78687,0,0,0,0,0,0,0.25733,0.021142,1.35675e-007,285.045,1.51349
75.3,21461.2,0,11001.3,285.046,0,0.0683401,0,0.0264207,0,4.85259,0,0,0,0,0,0,0.25733,0.021142,1.37538e-007,285.046,1.51355
75.4,21489.8,0,11001.3,285.046,0,0.068672,0,0.0264219,0,4.98404,0,0,0,0,0,0,0.25733,0.021142,1.41263e-007,285.046,1.51362
75.5,21518.3,0,11001.3,285.046,0,0.0690056,0,0.026423,0,5.11548,0,0,0,0,0,0,0.25733,0.021142,1.44988e-007,285.046,1.51369
75.6,21546.8,0,11001.3,285.046,0,0.0693407,0,0.0264242,0,5.24693,0,0,0,0,0,0,0.25733,0.021142,1.48714e-007,285.046,1.51375
75.7,21575.3,0,11001.3,285.046,0,0.0696774,0,0.0264254,0,5.37837,0,0,0,0,0,0,0.25733,0.021142,1.52439e-007,285.046,1.51382
75.8,21603.8,0,11001.4,285.047,0,0.0700158,0,0.0264266,0,5.50982,0,0,0,0,0,0,0.25733,0.021142,1.56164e-007,285.047,1.51388
75.9,21632.3,0,11001.4,285.047,0,0.0703556,0,0.0264277,0,5.64126,0,0,0,0,0,0,0.257329,0.021142,1.59889e-007,285.047,1.51395
76,21660.8,0,11001.4,285.047,0,0.0706971,0,0.0264289,0,5.77271,0,0,0,0,0,0,0.257329,0.021142,1.63615e-007,285.047,1.51402
76.1,21689.3,0,11001.4,285.047,0,0.0710403,0,0.0264301,0,5.90416,0,0,0,0,0,0,0.257329,0.021142,1.6734e-007,285.047,1.51409
76.2,21717.8,0,11001.4,285.048,0,0.0713849,0,0.0264313,0,6.0356,0,0,0,0,0,0,0.257329,0.021142,1.71065e-007,285.048,1.51415
76.3,21746.3,0,11001.4,285.048,0,0.0717313,0,0.0264326,0,6.10133,0,0,0,0,0,0,0.257329,0.021142,1.72928e-007,285.048,1.51422
76.4,21774.8,0,11001.4,285.048,0,0.0720793,0,0.0264338,0,6.23278,0,0,0,0,0,0,0.257329,0.021142,1.76653e-007,285.048,1.51429
76.5,21803.3,0,11001.4,285.048,0,0.072429,0,0.026435,0,6.23279,0,0,0,0,0,0,0.257329,0.021142,1.76653e-007,285.048,1.51436
76.6,21831.8,0,11001.4,285.049,0,0.0727805,0,0.0264362,0,6.2328,0,0,0,0,0,0,0.257329,0.021142,1.76653e-007,285.049,1.51443
76.7,21860.3,0,11001.4,285.049,0,0.0731335,0,0.0264375,0,6.29853,0,0,0,0,0,0,0.257329,0.021142,1.78516e-007,285.049,1.5145
76.8,21888.8,0,11001.4,285.049,0,0.0734882,0,0.0264387,0,6.29854,0,0,0,0,0,0,0.257329,0.021142,1.78516e-007,285.049,1.51457
76.9,21917.3,0,11001.4,285.049,0,0.0738445,0,0.02644,0,6.29855,0,0,0,0,0,0,0.257329,0.021142,1.78516e-007,285.049,1.51464
77,21945.8,0,11001.4,285.05,0,0.0742026,0,0.0264412,0,6.23285,0,0,0,0,0,0,0.257329,0.021142,1.76653e-007,285.05,1.51471
77.1,21974.3,0,11001.4,285.05,0,0.0745624,0,0.0264425,0,6.16714,0,0,0,0,0,0,0.257329,0.021142,1.74791e-007,285.05,1.51478
77.2,22002.8,0,11001.5,285.05,0,0.0749239,0,0.0264438,0,6.10143,0,0,0,0,0,0,0.257329,0.021142,1.72928e-007,285.05,1.51485
77.3,22031.3,0,11001.5,285.05,0,0.0752872,0,0.026445,0,6.03572,0,0,0,0,0,0,0.257329,0.021142,1.71065e-007,285.05,1.51492
77.4,22059.8,0,11001.5,285.051,0,0.0756521,0,0.0264463,0,5.97001,0,0,0,0,0,0,0.257329,0.021142,1.69203e-007,285.051,1.515
77.5,22088.3,0,11001.5,285.051,0,0.0760188,0,0.0264476,0,5.83858,0,0,0,0,0,0,0.257329,0.021142,1.65477e-007,285.051,1.51507
77.6,22116.9,0,11001.5,285.051,0,0.0763875,0,0.0264489,0,5.70715,0,0,0,0,0,0,0.257329,0.021142,1.61752e-007,285.051,1.51514
77.7,22145.4,0,11001.5,285.051,0,0.076758,0,0.0264502,0,5.70716,0,0,0,0,0,0,0.257329,0.021142,1.61752e-007,285.051,1.51522
77.8,22173.9,0,11001.5,285.052,0,0.0771305,0,0.0264515,0,5.64145,0,0,0,0,0,0,0.257329,0.021142,1.59889e-007,285.052,1.51529
77.9,22202.4,0,11001.5,285.052,0,0.0775049,0,0.0264528,0,5.70718,0,0,0,0,0,0,0.257329,0.021142,1.61752e-007,285.052,1.51536
78,22230.9,0,11001.5,285.052,0,0.0778811,0,0.0264541,0,5.70719,0,0,0,0,0,0,0.257329,0.021142,1.61752e-007,285.052,1.51544
78.1,22259.4,0,11001.5,285.053,0,0.0782593,0,0.0264555,0,5.7072,0,0,0,0,0,0,0.257329,0.021142,1.61752e-007,285.053,1.51551
